iter	Logloss
221	0.1422099878
222	0.1420701475
223	0.1419326806
224	0.1416320843
225	0.1412972429
226	0.1409082678
227	0.1404921851
228	0.1400446609
229	0.1397312656
230	0.1394187425
231	0.1392073408
232	0.1388909848
233	0.1384238631
234	0.1379073216
235	0.1376993431
236	0.1375232724
237	0.1373820395
238	0.1369348283
239	0.1367629603
240	0.136469126
241	0.1363078353
242	0.1360296166
243	0.1356982357
244	0.1354120794
245	0.1352241333
246	0.1349717954
247	0.1345083168
248	0.1342163166
249	0.1338097736
250	0.1335556171
251	0.1334260004
252	0.1330781782
253	0.132780661
254	0.132605669
255	0.1323937468
256	0.1321076788
257	0.1317319045
258	0.131454562
259	0.1312180493
260	0.1308725909
261	0.1306319838
262	0.1303706804
263	0.1301432153
264	0.129912661
265	0.1296717892
266	0.1294250032
267	0.1290555084
268	0.1287616178
269	0.1285220698
270	0.1283169942
271	0.1280536612
272	0.1278886985
273	0.1276455728
274	0.1271754303
275	0.1269636076
276	0.1266140559
277	0.1264204158
278	0.1261965759
279	0.12593826
280	0.1257491143
281	0.1253151619
282	0.1247418444
283	0.1245528418
284	0.1244695484
285	0.1242219146
286	0.1239611519
287	0.1238091267
288	0.1236648902
289	0.1234777599
290	0.1232639413
291	0.1229927006
292	0.1227356523
293	0.1225226181
294	0.1223395299
295	0.1219822943
296	0.1218055333
297	0.1213924313
298	0.1212186234
299	0.1209661865
300	0.1207561258
301	0.1205398498
302	0.1203249238
303	0.1199387738
304	0.1197410005
305	0.1193960979
306	0.1190215787
307	0.1187730641
308	0.1185179525
309	0.118172996
310	0.1180509464
311	0.1179712047
312	0.1177594446
313	0.1173946738
314	0.1171656826
315	0.1170113236
316	0.1166345716
317	0.1163588567
318	0.1161531709
319	0.1158930989
320	0.1158020501
321	0.1156037511
322	0.1152624766
323	0.1150814717
324	0.1149645935
325	0.1144928199
326	0.1142757924
327	0.1140449753
328	0.113741588
329	0.1135601584
330	0.1134680067
331	0.1132970791
332	0.1131798568
333	0.1129169376
334	0.1127360551
335	0.1125870943
336	0.1124376003
337	0.1120642833
338	0.1118053213
339	0.1115789336
340	0.1112824663
341	0.1111135543
342	0.110824701
343	0.1104870217
344	0.1103792115
345	0.1100606077
346	0.1098879035
347	0.1096014627
348	0.1094045388
349	0.1092763498
350	0.1089977609
351	0.1089015345
352	0.1086844173
353	0.1085251792
354	0.1083188173
355	0.1082301877
356	0.1081154664
357	0.1079044026
358	0.1075780411
359	0.1074388409
360	0.1071426634
361	0.1069245131
362	0.1067788206
363	0.1065092767
364	0.1063357587
365	0.1060111672
366	0.1058131623
367	0.1056258837
368	0.1054482099
369	0.1050991243
370	0.1050124436
371	0.1048201617
372	0.1047430819
373	0.1045845528
374	0.1043866849
375	0.1042015959
376	0.1039659659
377	0.1037194616
378	0.1034958241
379	0.1033904113
380	0.1032328512
381	0.1030073716
382	0.1028896306
383	0.1027898591
384	0.1026203106
385	0.1020794824
386	0.1018835439
387	0.1016854186
388	0.1014545494
389	0.101162006
390	0.1007289173
391	0.1004084225
392	0.1003043859
393	0.09990207429
394	0.09973262342
395	0.09957468679
396	0.09945094045
397	0.09939697391
398	0.09930790724
399	0.09923386396
400	0.09888995204
401	0.09859276682
402	0.09837076423
403	0.09830959314
404	0.09822654108
405	0.09814049881
406	0.09778859651
407	0.09751473392
408	0.09740627185
409	0.09727298891
410	0.09707040162
411	0.0969473069
412	0.09676159129
413	0.09630787928
414	0.0960539966
415	0.09584019534
416	0.09571930393
417	0.09539145649
418	0.09524786699
419	0.09509463998
420	0.09496376349
421	0.0948410152
422	0.09460035409
423	0.09449529776
424	0.0942900428
425	0.09417690591
426	0.09403136629
427	0.09387193208
428	0.09365883237
429	0.09337977864
430	0.09319070214
431	0.09278096655
432	0.09266406008
433	0.09243012108
434	0.0923146615
435	0.09218608291
436	0.09190109137
437	0.09175889572
438	0.09164673188
439	0.09150947216
440	0.09139746981
441	0.09130739708
442	0.09107935717
443	0.09100035702
444	0.09077441037
445	0.09069001808
446	0.09057339463
447	0.09041830862
448	0.09031279927
449	0.08991320293
450	0.08953821525
451	0.08927267829
452	0.08906671485
453	0.08892253407
454	0.08884717123
455	0.08872854825
456	0.08854877621
457	0.08850122216
458	0.08836955547
459	0.08816797484
460	0.08790910581
461	0.08766248178
462	0.08749227338
463	0.08738315537
464	0.08723964393
465	0.0871482989
466	0.08696338817
467	0.08685798553
468	0.0867926533
469	0.08649914088
470	0.08642053029
471	0.08628321575
472	0.0861482333
473	0.08589835313
474	0.08574324365
475	0.08562238015
476	0.08554974608
477	0.08534468623
478	0.08521221344
479	0.08501989055
480	0.08492187364
481	0.08475211861
482	0.08462946601
483	0.08446708397
484	0.08428437273
485	0.08409291234
486	0.08402584753
487	0.08391855674
488	0.08369707092
489	0.08356468576
490	0.08332441865
491	0.08324733583
492	0.08304870232
493	0.08289685356
494	0.08278829403
495	0.08267420405
496	0.08254493507
497	0.08243360922
498	0.08217845989
499	0.0820313711
500	0.08191472953
501	0.08179155734
502	0.08164671627
503	0.08155564451
504	0.08146367136
505	0.0813914113
506	0.08129415267
507	0.08115635803
508	0.0809288701
509	0.08068990941
510	0.08053515405
511	0.08039541227
512	0.08022379567
513	0.08001124862
514	0.07981328347
515	0.07963332503
516	0.07952050201
517	0.07945230098
518	0.07929586049
519	0.07909684519
520	0.07892989772
521	0.078797662
522	0.07859265728
523	0.07843393918
524	0.07831886859
525	0.07815294294
526	0.07793245873
527	0.07783048399
528	0.07755782778
529	0.07744229526
530	0.07735969783
531	0.0772427936
532	0.07706410468
533	0.07694043306
534	0.07678929365
535	0.07668498292
536	0.07652585874
537	0.07633240289
538	0.07616637625
539	0.07607810232
540	0.07598084649
541	0.07590330531
542	0.07584851219
543	0.07565868145
544	0.07549497874
545	0.07542172045
546	0.07528426791
547	0.07513980679
548	0.07499232208
549	0.07489293995
550	0.07481509632
551	0.07471726908
552	0.07467081493
553	0.07457118112
554	0.07440644096
555	0.07427949159
556	0.07423417605
557	0.07410476689
558	0.07392140237
559	0.07373866136
560	0.07364665067
561	0.07357856758
562	0.07346010849
563	0.07334086278
564	0.07320032723
565	0.0730844235
566	0.07289668281
567	0.07275021518
568	0.07265666845
569	0.07242280063
570	0.07222386051
571	0.07211370004
572	0.07194504593
573	0.07172510323
574	0.07152267875
575	0.07136903783
576	0.07124035163
577	0.07112003143
578	0.07108722036
579	0.07093007967
580	0.07071380198
581	0.07058647622
582	0.07039588805
583	0.07029466397
584	0.07015699046
585	0.07003267099
586	0.06998188357
587	0.06985487126
588	0.06974334961
589	0.06957813431
590	0.0695285999
591	0.06945239132
592	0.06940350752
593	0.06930537221
594	0.06927005789
595	0.06917854854
596	0.06908873045
597	0.06904733364
598	0.06891676851
599	0.06869208975
600	0.06863970347
601	0.06848393318
602	0.06832463859
603	0.06828689424
604	0.068131544
605	0.06793366255
606	0.06782289014
607	0.0677938555
608	0.06769606299
609	0.06767273364
610	0.0676085668
611	0.06747833986
612	0.06730947729
613	0.06726168169
614	0.06723209002
615	0.06703648321
616	0.06695378027
617	0.06684093451
618	0.06675490159
619	0.06663581944
620	0.06660658995
621	0.06652338526
622	0.06632906625
623	0.06620633
624	0.06603673318
625	0.06596229524
626	0.06577932893
627	0.06565737599
628	0.06553118649
629	0.06541555524
630	0.06533666224
631	0.06531048746
632	0.06517471142
633	0.06500268961
634	0.06488405085
635	0.06478898473
636	0.06466986983
637	0.06451918248
638	0.06442002521
639	0.0643599458
640	0.06425387288
641	0.06421238267
642	0.0641500328
643	0.06403807601
644	0.06390751522
645	0.06373273343
646	0.06356351576
647	0.06338328088
648	0.06328717282
649	0.06312313873
650	0.06301960777
651	0.06297872419
652	0.06291056609
653	0.06282269
654	0.06275130597
655	0.06266558283
656	0.0625854175
657	0.06253003302
658	0.06241244309
659	0.0623040253
660	0.06222378113
661	0.06215299459
662	0.06207016934
663	0.06201327968
664	0.06189401175
665	0.06181792517
666	0.06177038442
667	0.06163568653
668	0.06146861475
669	0.06143110439
670	0.06128234897
671	0.0611278515
672	0.06109120993
673	0.06102297463
674	0.06091184591
675	0.06086222274
676	0.06077835204
677	0.06070603433
678	0.06066232787
679	0.06063575457
680	0.06049798218
681	0.06031554257
682	0.06016210963
683	0.06013656852
684	0.06006049281
685	0.05996907941
686	0.05987065588
687	0.05980326631
688	0.0597313132
689	0.05970673733
690	0.05960950524
691	0.05946605189
692	0.05943544963
693	0.0593971256
694	0.05930163434
695	0.05917902386
696	0.05912662828
697	0.05910645381
698	0.05907075073
699	0.05902882935
700	0.05893947926
701	0.05881918621
702	0.05878615852
703	0.05867920479
704	0.05856568454
705	0.05841699362
706	0.05831405742
707	0.05822323894
708	0.05815034409
709	0.05804675891
710	0.05792565314
711	0.05780715853
712	0.05770068554
713	0.05763994911
714	0.05751237837
715	0.05741082502
716	0.05735175149
717	0.05731182461
718	0.05713087343
719	0.05701882514
720	0.05699835728
721	0.05696470905
722	0.05688048052
723	0.05682133476
724	0.05671057408
725	0.05664665306
726	0.05656237866
727	0.05649001103
728	0.05639226975
729	0.05637405851
730	0.05635219792
731	0.05633810671
732	0.0562519451
733	0.05611550383
734	0.05600281675
735	0.05589476547
736	0.05577505748
737	0.05571281238
738	0.05562945246
739	0.05549372948
740	0.05538132769
741	0.05535398015
742	0.05522328231
743	0.05516447676
744	0.05510776472
745	0.05502869059
746	0.05500519882
747	0.05494093504
748	0.05482793879
749	0.05467971254
750	0.05460439894
751	0.05453733366
752	0.05441059654
753	0.05429834468
754	0.05426715339
755	0.05423221184
756	0.0541480326
757	0.05407884274
758	0.05404491014
759	0.05396756721
760	0.05385177345
761	0.05380569639
762	0.05372004694
763	0.05369576376
764	0.05358922798
765	0.05356141106
766	0.05353235183
767	0.0534393793
768	0.05341998253
769	0.0533577043
770	0.05321875653
771	0.05314449256
772	0.05310553434
773	0.05299823138
774	0.05281193458
775	0.05270781514
776	0.05262984818
777	0.05259622563
778	0.05254061812
779	0.05252635779
780	0.05242446172
781	0.05239366124
782	0.0523318582
783	0.05223678206
784	0.05219909336
785	0.05211454299
786	0.0520230424
787	0.05193049982
788	0.05189807626
789	0.05183924384
790	0.05182417473
791	0.05177432381
792	0.05168851368
793	0.05160882088
794	0.05149106494
795	0.05138226156
796	0.05132063908
797	0.05127268077
798	0.05121210568
799	0.05114276382
800	0.05105037938
801	0.05100343016
802	0.05090650796
803	0.05080658247
804	0.05071633175
805	0.05063810277
806	0.05055009439
807	0.05048212501
808	0.05044732914
809	0.05039244915
810	0.05028004667
811	0.05025777411
812	0.05020224624
813	0.05014876913
814	0.0501042713
815	0.05001668563
816	0.04996475592
817	0.04986912659
818	0.04985599846
819	0.04976802591
820	0.04969434456
821	0.04958539985
822	0.04946873649
823	0.04937112295
824	0.04927877118
825	0.04923400769
826	0.04921597349
827	0.04913378142
828	0.04904331542
829	0.04894898526
830	0.04893215648
831	0.04888477544
832	0.04878603836
833	0.04872020099
834	0.04863826568
835	0.04859014953
836	0.04848345395
837	0.04845181869
838	0.04840084876
839	0.04835587857
840	0.04828123947
841	0.04827014922
842	0.04823565049
843	0.04817864486
844	0.04811678651
845	0.04803478737
846	0.04793375673
847	0.04787976631
848	0.04783383551
849	0.04781822593
850	0.04778874552
851	0.04768945596
852	0.047621612
853	0.04755197464
854	0.04747529722
855	0.04744512971
856	0.04736986683
857	0.04734311594
858	0.04721844181
859	0.04718872038
860	0.04715313761
861	0.04709945809
862	0.04705389082
863	0.04701907392
864	0.04697600358
865	0.04684377605
866	0.0467721353
867	0.04666494496
868	0.04663837181
869	0.04661235761
870	0.04654852495
871	0.04652098629
872	0.04643818437
873	0.04640145579
874	0.04638145873
875	0.0463536808
876	0.04628229584
877	0.04615505933
878	0.04610249417
879	0.04598912099
880	0.04596790287
881	0.04591809174
882	0.0458706655
883	0.04582026383
884	0.04570168812
885	0.04561884854
886	0.04557336323
887	0.04553004363
888	0.04545514496
889	0.04534364059
890	0.04530575031
891	0.04522598099
892	0.0451475791
893	0.04510194643
894	0.04507492175
895	0.04502778207
896	0.0450045972
897	0.04499343788
898	0.04497121515
899	0.04490461125
900	0.04485763824
901	0.04479537562
902	0.04474749136
903	0.04472329989
904	0.04462163465
905	0.04457071424
906	0.04450485371
907	0.04445536279
908	0.04439011669
909	0.04433749402
910	0.04426790756
911	0.04424684768
912	0.04420899746
913	0.0441278021
914	0.04407502696
915	0.04405976224
916	0.04402650473
917	0.04397893403
918	0.04394012946
919	0.04392804576
920	0.04391017572
921	0.04388136196
922	0.04383206397
923	0.04382157033
924	0.04380971983
925	0.04376352656
926	0.04372162576
927	0.0436136507
928	0.04356730515
929	0.04355858787
930	0.04352263209
931	0.04350128576
932	0.04346988375
933	0.04337454524
934	0.04332911661
935	0.04322822009
936	0.0431954568
937	0.04317488092
938	0.04308817419
939	0.04306291577
940	0.04299690386
941	0.04296564533
942	0.04294592935
943	0.0429323577
944	0.04285303201
945	0.04284196359
946	0.04277895922
947	0.04272962299
948	0.04268570913
949	0.04267518785
950	0.04261680474
951	0.04256732442
952	0.04252780751
953	0.04251852588
954	0.04245263287
955	0.04234428403
956	0.0423350215
957	0.04231640842
958	0.0423085692
959	0.04229634372
960	0.04222374225
961	0.04216175114
962	0.04213973304
963	0.04206971324
964	0.04196152146
965	0.04186962815
966	0.04185966293
967	0.04181604877
968	0.04179762652
969	0.04175604636
970	0.04169051142
971	0.04168080254
972	0.04162555692
973	0.04158355147
974	0.04154251296
975	0.04148545829
976	0.04139235267
977	0.041320017
978	0.04129740266
979	0.04120769826
980	0.04118868382
981	0.04114401233
982	0.04110792708
983	0.04105054669
984	0.04096629476
985	0.04095821653
986	0.04094031327
987	0.04090370467
988	0.04085928062
989	0.04084619264
990	0.04081210329
991	0.04075762378
992	0.04072160435
993	0.0406609944
994	0.04062496548
995	0.04056446616
996	0.04050940869
997	0.04048436575
998	0.04044705344
999	0.04042308133
